url,title,release_year,genre,imdb_rating,runtime,age_rating,production_country,streaming_service,type
https://www.justwatch.com/in/tv-show/college-romance,College Romance (2018),2018,"Drama, Comedy, Romance",8.3,31min,A,India,Sony Liv,TV Show
https://www.justwatch.com/in/tv-show/the-rookie,The Rookie (2018),2018,"Comedy, Crime, Drama, Action & Adventure",8.0,43min,A,United States,,TV Show
https://www.justwatch.com/in/tv-show/y-the-last-man,Y: The Last Man (2021),2021,"Science-Fiction, Drama, Action & Adventure",6.0,51min,A,United States,,TV Show
https://www.justwatch.com/in/tv-show/scam-1992,Scam 1992: The Harshad Mehta Story (2020),2020,"Mystery & Thriller, Crime, Drama",9.2,52min,A,India,Sony Liv,TV Show
https://www.justwatch.com/in/tv-show/dark,Dark (2017),2017,"Crime, Drama, Science-Fiction, Mystery & Thriller",8.7,56min,A,Germany,Netflix,TV Show
https://www.justwatch.com/in/tv-show/tulsa-king,Tulsa King (2022),2022,"Crime, Drama",8.0,38min,A,United States,Jio Cinema,TV Show
https://www.justwatch.com/in/tv-show/gandii-baat,Gandii Baat (2018),2018,"Crime, Drama, Mystery & Thriller",3.4,44min,A,India,Alt Balaji,TV Show
https://www.justwatch.com/in/tv-show/emily-in-paris,Emily in Paris (2020),2020,"Comedy, Drama, Romance",6.9,31min,A,United States,Netflix,TV Show
https://www.justwatch.com/in/tv-show/sherlock,Sherlock (2010),2010,"Crime, Drama, Mystery & Thriller, Made in Europe",9.1,1h 28min,U,United Kingdom,"Amazon Prime Video , Amazon Prime Video , BBC Player Amazon Channel",TV Show
https://www.justwatch.com/in/tv-show/tujhpe-main-fida,Tujhpe Main Fida (2024),2024,"Romance, Drama",7.9,26min,U,India,"MX Player , Amazon miniTV",TV Show
https://www.justwatch.com/in/tv-show/dark-winds,Dark Winds (2022),2022,"Drama, Mystery & Thriller, Crime",7.7,46min,U,United States,"Amazon Prime Video , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/from,From (2022),2022,"Horror, Science-Fiction, Mystery & Thriller, Drama",7.7,50min,U,United States,,TV Show
https://www.justwatch.com/in/tv-show/fallout,Fallout (2024),2024,"Drama, Science-Fiction, War & Military, Action & Adventure, Mystery & Thriller",8.4,59min,A,United States,"Amazon Prime Video , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/kota-factory,Kota Factory (2019),2019,"Drama, Comedy",9.0,43min,A,India,Netflix,TV Show
https://www.justwatch.com/in/tv-show/peaky-blinders,Peaky Blinders (2013),2013,"Drama, Crime",8.8,58min,A,United Kingdom,Netflix,TV Show
https://www.justwatch.com/in/tv-show/3-body-problem,3 Body Problem (2024),2024,"Mystery & Thriller, Drama, Science-Fiction, Fantasy",7.5,56min,A,United States,Netflix,TV Show
https://www.justwatch.com/in/tv-show/raising-voices,Raising Voices (2024),2024,Drama,7.2,46min,A,Spain,Netflix,TV Show
https://www.justwatch.com/in/tv-show/jujutsu-kaisen,Jujutsu Kaisen (2020),2020,"Animation, Action & Adventure, Fantasy, Mystery & Thriller, Science-Fiction",8.6,24min,A,"Japan, United States","Amazon Prime Video , Crunchyroll , Netflix , Amazon Prime Video , Crunchyroll , Crunchyroll Amazon Channel , Anime Times Amazon Channel",TV Show
https://www.justwatch.com/in/tv-show/you,You (2018),2018,"Drama, Mystery & Thriller, Crime, Romance",7.7,48min,A,United States,Netflix,TV Show
https://www.justwatch.com/in/tv-show/mtv-splitsvilla,MTV Splitsvilla (2008),2008,"Drama, Reality TV, Romance",3.9,45min,U,India,Jio Cinema,TV Show
https://www.justwatch.com/in/tv-show/the-walking-dead,The Walking Dead (2010),2010,"Action & Adventure, Drama, Science-Fiction, Horror, Mystery & Thriller",8.1,46min,U,United States,"Amazon Prime Video , Netflix , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/naruto,Naruto (2002),2002,"Action & Adventure, Science-Fiction, Animation, Comedy, Fantasy",8.4,23min,U,Japan,"Amazon Prime Video , Netflix , Amazon Prime Video , Anime Times Amazon Channel",TV Show
https://www.justwatch.com/in/tv-show/how-i-met-your-mother,How I Met Your Mother (2005),2005,"Comedy, Drama, Romance",8.3,24min,U,United States,Hotstar,TV Show
https://www.justwatch.com/in/tv-show/true-detective,True Detective (2014),2014,"Drama, Mystery & Thriller, Crime",8.9,1h 1min,U,United States,Jio Cinema,TV Show
https://www.justwatch.com/in/tv-show/naruto-shippuden,Naruto Shippūden (2007),2007,"Animation, Action & Adventure, Science-Fiction, Comedy, Drama, Fantasy",8.7,24min,U,Japan,"Crunchyroll , Netflix , Crunchyroll , Crunchyroll Amazon Channel",TV Show
https://www.justwatch.com/in/tv-show/cobra-kai,Cobra Kai (2018),2018,"Action & Adventure, Comedy, Drama, Sport",8.4,35min,A,United States,Netflix,TV Show
https://www.justwatch.com/in/tv-show/euphoria,Euphoria (2019),2019,Drama,8.3,58min,A,United States,Jio Cinema,TV Show
https://www.justwatch.com/in/tv-show/the-good-doctor,The Good Doctor (2017),2017,Drama,8.0,43min,U,United States,"Amazon Prime Video , Amazon Prime Video , Netflix , Sony Liv",TV Show
https://www.justwatch.com/in/tv-show/dark-matter-2024,Dark Matter (2024),2024,"Drama, Science-Fiction, Mystery & Thriller",7.7,52min,A,United States,"Apple TV Plus , Apple TV+",TV Show
https://www.justwatch.com/in/tv-show/the-flash,The Flash (2014),2014,"Drama, Science-Fiction, Action & Adventure",7.5,45min,A,United States,"Amazon Prime Video , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/modern-family,Modern Family (2009),2009,"Romance, Comedy, Drama",8.5,21min,A,United States,Hotstar,TV Show
https://www.justwatch.com/in/tv-show/squid-game,Squid Game (2021),2021,"Mystery & Thriller, Action & Adventure, Drama",8.0,55min,A,South Korea,Netflix,TV Show
https://www.justwatch.com/in/tv-show/spartacus,Spartacus (2010),2010,"Drama, Romance, Action & Adventure",8.5,54min,A,United States,"Lionsgate Play , Lionsgate Play Apple TV Channel , Lionsgate Play Amazon Channel",TV Show
https://www.justwatch.com/in/tv-show/industry,Industry (2020),2020,Drama,7.2,56min,A,"United Kingdom, United States",Jio Cinema,TV Show
https://www.justwatch.com/in/tv-show/the-influencer-2024,The Influencer (2024),2024,Reality TV,6.1,1h 4min,A,South Korea,Netflix,TV Show
https://www.justwatch.com/in/tv-show/mayor-of-kingstown,Mayor of Kingstown (2021),2021,"Drama, Mystery & Thriller, Crime",8.2,47min,A,United States,"Amazon Prime Video , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/the-last-of-us,The Last of Us (2023),2023,"Drama, Horror, Science-Fiction, Mystery & Thriller, Action & Adventure",8.7,58min,A,United States,Jio Cinema,TV Show
https://www.justwatch.com/in/tv-show/house,House (2004),2004,"Drama, Mystery & Thriller",8.7,44min,U,United States,"Amazon Prime Video , Netflix , Amazon Prime Video , Jio Cinema",TV Show
https://www.justwatch.com/in/tv-show/person-of-interest,Person of Interest (2011),2011,"Crime, Science-Fiction, Drama, Action & Adventure, Mystery & Thriller",8.5,44min,U,United States,,TV Show
https://www.justwatch.com/in/tv-show/lost,Lost (2004),2004,"Mystery & Thriller, Action & Adventure, Drama, Science-Fiction, Fantasy",8.3,43min,U,United States,,TV Show
https://www.justwatch.com/in/tv-show/all-of-us-are-dead,All of Us Are Dead (2022),2022,"Science-Fiction, Action & Adventure, Drama, Mystery & Thriller, Fantasy, Horror",7.5,1h 1min,U,South Korea,Netflix,TV Show
https://www.justwatch.com/in/tv-show/hidden-love,Hidden Love (2023),2023,Drama,NA,45min,U,China,Netflix,TV Show
https://www.justwatch.com/in/tv-show/romance-in-the-house,Romance in the House (2024),2024,"Kids & Family, Romance, Drama",7.6,1h 2min,U,South Korea,Netflix,TV Show
https://www.justwatch.com/in/tv-show/young-sheldon,Young Sheldon (2017),2017,"Comedy, Kids & Family",7.7,19min,U,United States,"Amazon Prime Video , Amazon Prime Video , Netflix",TV Show
https://www.justwatch.com/in/tv-show/the-legend-of-hanuman,The Legend of Hanuman (2021),2021,"Animation, Action & Adventure, Kids & Family, Fantasy",9.1,21min,U,India,Hotstar,TV Show
https://www.justwatch.com/in/tv-show/under-the-dome,Under the Dome (2013),2013,"Drama, Mystery & Thriller, Science-Fiction",6.5,43min,U,United States,"Amazon Prime Video , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/prison-break,Prison Break (2005),2005,"Action & Adventure, Drama, Mystery & Thriller, Crime, Made in Europe",8.3,50min,U,United States,Hotstar,TV Show
https://www.justwatch.com/in/tv-show/those-about-to-die,Those About to Die (2024),2024,"Drama, Action & Adventure, Comedy",6.6,53min,U,"United States, Germany, Italy","Amazon Prime Video , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/the-frog-2024,The Frog (2024),2024,"Crime, Drama, Mystery & Thriller",6.7,58min,U,South Korea,Netflix,TV Show
https://www.justwatch.com/in/tv-show/bad-monkey,Bad Monkey (2024),2024,"Drama, Comedy, Crime",7.3,46min,A,United States,"Apple TV Plus , Apple TV+",TV Show
https://www.justwatch.com/in/tv-show/chernobyl,Chernobyl (2019),2019,"Drama, History, Mystery & Thriller",9.3,1h 5min,A,United States,Jio Cinema,TV Show
https://www.justwatch.com/in/tv-show/the-witcher,The Witcher (2019),2019,"Science-Fiction, Drama, Action & Adventure, Fantasy",8.0,57min,A,United States,Netflix,TV Show
https://www.justwatch.com/in/tv-show/dark-desire,Dark Desire (2020),2020,"Drama, Mystery & Thriller",6.5,34min,A,Mexico,Netflix,TV Show
https://www.justwatch.com/in/tv-show/devils-peak,Devil's Peak (2023),2023,"Crime, Drama, Mystery & Thriller",7.1,52min,A,South Africa,"Amazon Prime Video , Amazon Prime Video , BBC Player Amazon Channel",TV Show
https://www.justwatch.com/in/tv-show/jeet-ki-zid,Jeet Ki Zid (2021),2021,"Action & Adventure, Drama",8.3,39min,UA,India,"Zee5 , VI movies and tv",TV Show
https://www.justwatch.com/in/tv-show/jamnapaar,Jamnapaar (2024),2024,Drama,8.2,32min,UA,India,"MX Player , Amazon miniTV",TV Show
https://www.justwatch.com/in/tv-show/ghosts,Ghosts (2019),2019,"Comedy, Fantasy, Science-Fiction",8.4,30min,UA,United Kingdom,"Amazon Prime Video , BBC Player Amazon Channel , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/westworld,Westworld (2016),2016,"Drama, Science-Fiction, Western",8.5,1h 1min,A,United States,Jio Cinema,TV Show
https://www.justwatch.com/in/tv-show/the-vampire-diaries,The Vampire Diaries (2009),2009,"Drama, Science-Fiction, Horror, Romance, Mystery & Thriller, Fantasy",7.7,42min,U,United States,"Amazon Prime Video , Netflix , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/mahabharatham,Mahabharatham (2013),2013,"Drama, History, War & Military",9.0,23min,U,"United States, India",Hotstar,TV Show
https://www.justwatch.com/in/tv-show/paatal-lok,Paatal Lok (2020),2020,"Drama, Crime, Mystery & Thriller",8.1,43min,A,India,"Amazon Prime Video , Amazon Prime Video",TV Show
https://www.justwatch.com/in/tv-show/she,She (2020),2020,"Crime, Drama",6.4,41min,A,India,Netflix,TV Show
https://www.justwatch.com/in/tv-show/lucifer,Lucifer (2016),2016,"Crime, Science-Fiction, Fantasy, Drama",8.1,47min,U,United States,Netflix,TV Show
